key,team,kind,class,supportType,label,weapon,secondaryWeapon,hp,speed,size,sight,rotationSpeed,cost,color,driveType,armor_front,armor_side,armor_rear,turret_speed,turret_accel,hullTurnAccel,crew,year,rwm_ref,w_type,w_fire,w_range,w_damage,w_cooldown,w_accuracy,w_supp,w_pen,w_blast
german_dm,german,g_mortar,infantry,,Deutscher Schuetze (Granatwerfer-36 50mm),rwm_german_dm,,60,1.65,0.5,20,8,2,#6a7280,,0,0,0,,,,,1939,Deutscher Schuetze (Granatwerfer-36 50mm),rifle,indirect,73,40,3.75,0.62,6,0,3
german_ss,german,d_smg_at,infantry,,Deutscher Schuetze (MP-40 & Haftmine),rwm_german_ss,,30,1.98,0.5,20,8,2,#6a7280,,0,0,0,,,,,1939,Deutscher Schuetze (MP-40 & Haftmine),rifle,direct,32,55,0.3,0.62,6,0,0
german_dmgun,german,d_mp_40,infantry,,Deutscher Schuetze (MP-40 9mm),rwm_german_dmgun,,30,1.98,0.5,20,8,2,#6a7280,,0,0,0,,,,,1939,Deutscher Schuetze (MP-40 9mm),rifle,direct,32,55,0.3,0.62,6,0,0
german_dguner,german,d_schuetze,infantry,,Deutscher Schuetze (Mauser 98k 7.92mm),rwm_german_dguner,,30,1.98,0.5,19,8,2,#6a7280,,0,0,0,,,,,1939,Deutscher Schuetze (Mauser 98k 7.92mm),rifle,direct,43,100,2.5,0.62,6,0,0
german_d_para_g43,german,d_para_g43,infantry,,Fallschirmjaeger (Gewehr G-43 7.92mm),rwm_german_d_para_g43,,48,2.97,0.5,19,8,2,#6a7280,,0,0,0,,,,,1939,Fallschirmjaeger (Gewehr G-43 7.92mm),rifle,direct,43,100,1.33,0.62,6,0,0
german_d_para_98k,german,d_para_98k,infantry,,"Fallschirmjaeger (Kar-98k 7,92mm)",rwm_german_d_para_98k,,48,2.97,0.5,19,8,2,#6a7280,,0,0,0,,,,,1939,"Fallschirmjaeger (Kar-98k 7,92mm)",rifle,direct,43,100,2.25,0.62,6,0,0
german_d_para_mp40,german,d_para_at,infantry,,Fallschirmjaeger (MP-40 - geballte Ladung,rwm_german_d_para_mp40,,30,1.98,0.5,20,8,2,#6a7280,,0,0,0,,,,,1939,Fallschirmjaeger (MP-40 - geballte Ladung,rifle,direct,32,55,0.3,0.62,6,0,0
german_d_para_stg44,german,d_para_stg_44,infantry,,Fallschirmjaeger (STG-44-Panzerwurfmine),rwm_german_d_para_stg44,,72,2.97,0.5,20,8,2,#6a7280,,0,0,0,,,,,1944,Fallschirmjaeger (STG-44-Panzerwurfmine),rifle,direct,32,90,0.3,0.62,6,0,0
german_d_para_offi,german,d_para_offi,infantry,,Fallschirmjaeger Unteroffizier (MP-40 9mm),rwm_german_d_para_offi,,72,2.97,0.5,23,8,2,#6a7280,,0,0,0,,,,,1939,Fallschirmjaeger Unteroffizier (MP-40 9mm),rifle,direct,32,40,0.3,0.62,6,0,0
german_dhmg2,german,d_mg34,infantry,,MG-Schuetze (MG-34 7.92mm),rwm_german_dhmg2,,36,1.98,0.5,20,8,2,#6a7280,,0,0,0,,,,,1939,MG-Schuetze (MG-34 7.92mm),rifle,direct,49,55,0.3,0.62,6,0,0
german_mg42,german,d_hmg,infantry,,MG-Schuetze (MG-42 7.92mm),rwm_german_mg42,,36,1.98,0.5,20,8,2,#6a7280,,0,0,0,,,,,1939,MG-Schuetze (MG-42 7.92mm),rifle,direct,48,55,0.3,0.62,6,0,0
german_dmg42_team,german,d_mg_team,infantry,,MG-Trupp (MG-42 7.92mm),rwm_german_dmg42_team,,72,1.52,0.5,20,8,2,#6a7280,,0,0,0,,,,,1939,MG-Trupp (MG-42 7.92mm),rifle,direct,49,55,0.3,0.62,6,0,0
german_general,german,d_major,infantry,,Oberst (Walther P-38 9mm),rwm_german_general,,30,1.32,0.5,20,8,2,#6a7280,,0,0,0,,,,,1939,Oberst (Walther P-38 9mm),rifle,direct,32,60,0.73,0.62,6,0,0
german_doficer,german,d_offi,infantry,,Offizier (Walther P-38 9mm),rwm_german_doficer,,30,2.15,0.5,23,8,2,#6a7280,,0,0,0,,,,,1939,Offizier (Walther P-38 9mm),rifle,direct,32,60,0.73,0.62,6,0,0
german_d_atg,german,d_pzb,infantry,,"Panzerbuechsenschuetze (PzB-39 7,92mm)",rwm_german_d_atg,,30,1.49,0.5,20,8,2,#6a7280,,0,0,0,,,,,1939,"Panzerbuechsenschuetze (PzB-39 7,92mm)",rifle,direct,48,120,5,0.62,6,0,0
german_dmed,german,d_sani,infantry,,"Sanitaeter (Kar-98k 7,92mm)",rwm_german_dmed,,42,1.98,0.5,20,8,2,#6a7280,,0,0,0,,,,,1939,"Sanitaeter (Kar-98k 7,92mm)",rifle,direct,45,100,2.5,0.62,6,0,0
german_d_miner,german,pio,infantry,,Sturmpionier (2x Minen - Sprengladungen),rwm_german_d_miner,,60,1.65,0.5,20,8,2,#6a7280,,0,0,0,,,,,1939,Sturmpionier (2x Minen - Sprengladungen),rifle,direct,45,100,2.5,0.62,6,0,0
german_a_4_2,german,d_flamer,infantry,,Sturmpionier (Flammenwerfer-41),rwm_german_a_4_2,,60,1.98,0.5,20,8,2,#6a7280,,0,0,0,,,,,1939,Sturmpionier (Flammenwerfer-41),rifle,direct,15,70,0.3,0.62,6,0,0
german_dfeld,german,d_feldwebel,infantry,,Unteroffizier (MP-40 9mm),rwm_german_dfeld,,36,2.15,0.5,23,8,2,#6a7280,,0,0,0,,,,,1939,Unteroffizier (MP-40 9mm),rifle,direct,32,40,0.3,0.62,6,0,0
german_volks_98k,german,d_volks_98k,infantry,,"Volkssturm (Kar-98k 7,92mm)",rwm_german_volks_98k,,30,1.49,0.5,20,8,2,#6a7280,,0,0,0,,,,,1939,"Volkssturm (Kar-98k 7,92mm)",rifle,direct,45,100,2.5,0.62,6,0,0
german_wss_98k,german,d_wss_98k,infantry,,"Waffen-SS Grenadier (Kar-98k 7,92mm)",rwm_german_wss_98k,,48,2.97,0.5,19,8,2,#6a7280,,0,0,0,,,,,1939,"Waffen-SS Grenadier (Kar-98k 7,92mm)",rifle,direct,43,100,2.25,0.62,6,0,0
german_ss_2,german,d_wss_at,infantry,,Waffen-SS Grenadier (MP40 & Haftmine),rwm_german_ss_2,,72,2.97,0.5,20,8,2,#6a7280,,0,0,0,,,,,1939,Waffen-SS Grenadier (MP40 & Haftmine),rifle,direct,32,55,0.3,0.62,6,0,0
german_mp44_gunner,german,d_mp_44,infantry,,Waffen-SS Grenadier (STG-44 & Haftmine),rwm_german_mp44_gunner,,72,2.97,0.5,20,8,2,#6a7280,,0,0,0,,,,,1944,Waffen-SS Grenadier (STG-44 & Haftmine),rifle,direct,35,55,0.3,0.62,6,0,0
german_dhmg2_2,german,wss_mg34,infantry,,Waffen-SS MG-Schuetze (MG-34 7.92mm),rwm_german_dhmg2_2,,36,1.98,0.5,20,8,2,#6a7280,,0,0,0,,,,,1939,Waffen-SS MG-Schuetze (MG-34 7.92mm),rifle,direct,48,55,0.3,0.62,6,0,0
german_dfeld_2,german,d_wss_feldw,infantry,,Waffen-SS Oberscharfuehrer (MP-40 9mm),rwm_german_dfeld_2,,72,2.97,0.5,23,8,2,#6a7280,,0,0,0,,,,,1939,Waffen-SS Oberscharfuehrer (MP-40 9mm),rifle,direct,32,40,0.3,0.62,6,0,0
german_doficer_2,german,d_wss_offi,infantry,,Waffen-SS Offizier (Walther P-38 9mm),rwm_german_doficer_2,,72,2.97,0.5,25,8,2,#6a7280,,0,0,0,,,,,1939,Waffen-SS Offizier (Walther P-38 9mm),rifle,direct,32,60,0.73,0.62,6,0,0
german_elitsniperg,german,d_sniper,infantry,,Waffen-SS Scharfschuetze (Kar-98k mit ZF),rwm_german_elitsniperg,,30,1.65,0.5,21,8,2,#6a7280,,0,0,0,,,,,1939,Waffen-SS Scharfschuetze (Kar-98k mit ZF),rifle,direct,67,114,6,0.62,6,0,0
german_general_2,german,d_wss_geni,infantry,,Waffen-SS Sturmbannfuehrer (Walther P-38),rwm_german_general_2,,30,1.32,0.5,20,8,2,#6a7280,,0,0,0,,,,,1939,Waffen-SS Sturmbannfuehrer (Walther P-38),rifle,direct,32,60,0.73,0.62,6,0,0
german_mortar_2,german,8cm_smoke,support,,8CM.SMOKE,,,36,1.65,0.65,8,4,2,#6a7280,,0,0,0,,,,,1940,8CM.SMOKE,gun,none,,,,,,,
german_wurfkor,german,walking_stuka,support,,WALKING.STUKA,,,108,5.28,0.65,9,4,3,#6a7280,,0,0,0,,,,2,1940,WALKING.STUKA,gun,none,,,,,,,
german_ho_ni_iii,german,jgd_pz_iv,vehicle,,Jgd.Pz. IV (75mm PaK39 L/48),rwm_german_ho_ni_iii,,390,3.83,0.9,8,1.4,8,#6a7280,tracked,160,136,112,,,0.9,4,1942,Jgd.Pz. IV (75mm PaK39 L/48),cannon,direct,58,450,4.25,0.8,12,180,0
german_jagp4,german,jgd_pz_iv_70,vehicle,,Jgd.Pz. IV/70 (V) (75mm PaK42 L/70),rwm_german_jagp4,,390,3.7,0.9,8,1.4,8,#6a7280,tracked,46,39,32,,,0.9,4,1942,Jgd.Pz. IV/70 (V) (75mm PaK42 L/70),cannon,direct,64,450,4.5,0.8,12,180,0
german_jagd,german,jagdtiger,vehicle,,Jgd.Pz. VI/B Jagdtiger (128mm KwK44 L/55),rwm_german_jagd,,700,3.63,0.9,8,1.4,12,#6a7280,tracked,120,102,84,,,0.9,6,1944,Jgd.Pz. VI/B Jagdtiger (128mm KwK44 L/55),cannon,direct,73,450,6,0.8,12,180,0
german_hetzer,german,hetzer,vehicle,,Jgd.Pz.38(t) Hetzer (75mm Pak39 L/48),rwm_german_hetzer,,300,4.32,0.9,8,1.4,6,#6a7280,tracked,128,109,90,,,0.9,4,1942,Jgd.Pz.38(t) Hetzer (75mm Pak39 L/48),cannon,direct,58,450,4.25,0.8,12,180,0
german_pz_v,german,jagdpanther,vehicle,,Jgd.Pz.V Jagdpanther (88mm KwK43 L/71),rwm_german_pz_v,,540,6.07,0.9,8,1.4,10,#6a7280,tracked,172,146,120,,,0.9,5,1944,Jgd.Pz.V Jagdpanther (88mm KwK43 L/71),cannon,direct,70,450,4.5,0.8,12,180,0
german_ho_ni,german,pzj_i,vehicle,,Panzerjaeger I (47mm PaK36(t) L/43),rwm_german_ho_ni,,72,4.59,0.9,8,1.4,2,#6a7280,tracked,80,68,56,,,0.9,3,1942,Panzerjaeger I (47mm PaK36(t) L/43),cannon,direct,55,450,4.25,0.8,12,140,0
german_marder2g,german,marder_ii_f,vehicle,,Pz.Jg. Marder II F (75mm Pak 40 L/48),rwm_german_marder2g,,126,4.26,0.9,8,1.4,3,#6a7280,tracked,30,26,21,,,0.9,4,1942,Pz.Jg. Marder II F (75mm Pak 40 L/48),cannon,direct,58,450,4.5,0.8,12,180,0
german_marderiii,german,marder_iii,vehicle,,Pz.Jg. Marder III H (76.2mm pak36(r) L/55),rwm_german_marderiii,,156,4.75,0.9,8,1.4,4,#6a7280,tracked,6,5,4,,,0.9,4,1942,Pz.Jg. Marder III H (76.2mm pak36(r) L/55),cannon,direct,58,450,4.25,0.8,12,150,0
german_nas,german,nashorn,vehicle,,Pz.Jg. Nashorn (88mm PaK43 L/71),rwm_german_nas,,300,4.59,0.9,8,1.4,6,#6a7280,tracked,60,51,42,,,0.9,4,1943,Pz.Jg. Nashorn (88mm PaK43 L/71),cannon,direct,70,450,4.5,0.8,12,180,0
german_ele,german,ferdinand,vehicle,,PzJg. VI Tiger(P) (88mm PaK 43/2 L/71),rwm_german_ele,,700,2.31,0.9,8,1.4,12,#6a7280,tracked,160,136,112,,,0.9,6,1942,PzJg. VI Tiger(P) (88mm PaK 43/2 L/71),cannon,direct,70,450,4.5,0.8,12,180,0
german_stug3b,german,stug_iii_b,vehicle,,StuG III B (75mm StuK37 L/24),rwm_german_stug3b,,270,4.59,0.9,8,1.4,6,#6a7280,tracked,80,68,56,,,0.9,4,1942,StuG III B (75mm StuK37 L/24),cannon,direct,52,430,4.25,0.8,12,129,0
german_stug40g,german,stug_iii_g,vehicle,,StuG III G (75mm StuK40 L/48),rwm_german_stug40g,,330,4.59,0.9,8,1.4,7,#6a7280,tracked,160,136,112,,,0.9,4,1942,StuG III G (75mm StuK40 L/48),cannon,direct,58,450,4.25,0.8,12,180,0
german_stug3g_late,german,stug_iii_g,vehicle,,StuG III G Saukopf (75mm StuK40 L/48),rwm_german_stug3g_late,,360,4.59,0.9,8,1.4,7,#6a7280,tracked,160,136,112,,,0.9,4,1942,StuG III G Saukopf (75mm StuK40 L/48),cannon,direct,58,450,4.25,0.8,12,180,0
german_stug3gs,german,stug_iii_g,vehicle,,StuG III G late (75mm StuK40 L/48),rwm_german_stug3gs,,360,4.59,0.9,8,1.4,7,#6a7280,tracked,160,136,112,,,0.9,4,1942,StuG III G late (75mm StuK40 L/48),cannon,direct,58,450,4.25,0.8,12,180,0
german_stugiv,german,stug_iv,vehicle,,StuG IV (75mm StuK40 L/48),rwm_german_stugiv,,357,4.59,0.9,8,1.4,7,#6a7280,tracked,160,136,112,,,0.9,4,1942,StuG IV (75mm StuK40 L/48),cannon,direct,58,450,4.25,0.8,12,180,0
german_bergepanther,german,bergepanhter,support,,Bergepanzerwagen Panther,,,468,5.74,0.65,12,4,9,#6a7280,,0,0,0,,,,3,1943,Bergepanzerwagen Panther,gun,none,,,,,,,
german_sdkfz_251_pio,german,251_7_pionier,support,,Sd.Kfz. 251/7 Pionierpanzerwagen,,,468,5.61,0.65,12,4,9,#6a7280,,0,0,0,,,,2,1940,Sd.Kfz. 251/7 Pionierpanzerwagen,gun,none,,,,,,,
german_turret_pak,german,pak_turret,vehicle,,Armoured Turret (75mm PAK-40 L/46),rwm_german_turret_pak,,450,1.65,0.9,20,1.4,9,#6a7280,tracked,24,20,17,3,1.5,0.9,4,1942,Armoured Turret (75mm PAK-40 L/46),cannon,direct,57,450,3.75,0.8,12,177,0
german_2592_tk,german,38t_recon,vehicle,,Aufklaerungspanzer 38(t) (20mm KwK38 L/55),rwm_german_2592_tk,,135,4.78,0.9,14,1.4,3,#6a7280,tracked,20,17,14,3,1.5,0.9,3,1940,Aufklaerungspanzer 38(t) (20mm KwK38 L/55),cannon,direct,48,65,0.3,0.8,12,20,0
german_turret_mg,german,mg,vehicle,,MG Turret,rwm_german_turret_mg,,540,1.65,0.9,20,1.4,10,#6a7280,tracked,24,20,17,3,1.5,0.9,2,1940,MG Turret,cannon,direct,35,57,0.3,0.8,12,17,0
german_pz35,german,pz_35_t,vehicle,,Pz.Kpfw. 35(t) (37mm KwK34(t) L/40),rwm_german_pz35,,150,3.96,0.9,8,1.4,4,#6a7280,tracked,20,17,14,3,1.5,0.9,4,1940,Pz.Kpfw. 35(t) (37mm KwK34(t) L/40),cannon,direct,52,110,3.5,0.8,12,33,0
german_pzkpfw38t,german,pz_38_t,vehicle,,Pz.Kpfw. 38(t) E (37mm KwK38(t) L/47.8),rwm_german_pzkpfw38t,,138,4.78,0.9,8,1.4,3,#6a7280,tracked,20,17,14,3,1.5,0.9,4,1940,Pz.Kpfw. 38(t) E (37mm KwK38(t) L/47.8),cannon,direct,52,110,2.2,0.8,12,33,0
german_luchs,german,pz_ii_f,vehicle,,Pz.Kpfw. II F (20mm KwK 38 L/55),rwm_german_luchs,,120,5.58,0.9,8,1.4,3,#6a7280,tracked,30,26,21,3,1.5,0.9,3,1940,Pz.Kpfw. II F (20mm KwK 38 L/55),cannon,direct,48,65,0.3,0.8,12,20,0
german_panzer3_f,german,pz_iii_f,vehicle,,Pz.Kpfw. III F (37mm KwK36 L/45),rwm_german_panzer3_f,,270,4.95,0.9,8,1.4,6,#6a7280,tracked,30,26,21,3,1.5,0.9,5,1940,Pz.Kpfw. III F (37mm KwK36 L/45),cannon,direct,52,110,2.2,0.8,12,33,0
german_2597te_ke,german,pz_iii_j,vehicle,,Pz.Kpfw. III J (50mm KwK 38 L/42),rwm_german_2597te_ke,,300,4.95,0.9,8,1.4,6,#6a7280,tracked,128,109,90,3,1.5,0.9,5,1941,Pz.Kpfw. III J (50mm KwK 38 L/42),cannon,direct,53,360,4,0.8,12,108,0
german_pz3j,german,pz_iii_l,vehicle,,Pz.Kpfw. III L (50mm KwK39 L/60),rwm_german_pz3j,,306,4.26,0.9,8,1.4,6,#6a7280,tracked,128,109,90,3,1.5,0.9,5,1941,Pz.Kpfw. III L (50mm KwK39 L/60),cannon,direct,55,450,4,0.8,12,135,0
german_pz3mine,german,pz_iii_mine,vehicle,,Pz.Kpfw. III Minenraeumer (Mg-34 7.92mm),rwm_german_pz3mine,,240,3.56,0.9,8,1.4,5,#6a7280,tracked,128,109,90,3,1.5,0.9,4,1940,Pz.Kpfw. III Minenraeumer (Mg-34 7.92mm),cannon,direct,41,50,0.3,0.8,12,15,0
german_pz3n,german,pz_iii_n,vehicle,,Pz.Kpfw. III N (75mm KwK L/24),rwm_german_pz3n,,324,4.26,0.9,8,1.4,6,#6a7280,tracked,135,115,95,3,1.5,0.9,5,1940,Pz.Kpfw. III N (75mm KwK L/24),cannon,direct,52,400,4.25,0.8,12,120,0
german_pz4f,german,pz_iv_d,vehicle,,Pz.Kpfw. IV D (75mm KwK37 L/24),rwm_german_pz4f,,300,4.16,0.9,8,1.4,6,#6a7280,tracked,30,26,21,3,1.5,0.9,5,1940,Pz.Kpfw. IV D (75mm KwK37 L/24),cannon,direct,54,400,4.25,0.8,12,120,0
german_pz_4_f1,german,pz_iv_f1,vehicle,,Pz.Kpfw. IV F1 (75mm KwK37 L/24),rwm_german_pz_4_f1,,300,4.16,0.9,8,1.4,6,#6a7280,tracked,30,26,21,3,1.5,0.9,5,1940,Pz.Kpfw. IV F1 (75mm KwK37 L/24),cannon,direct,54,400,4.25,0.8,12,120,0
german_ci_he,german,pz_ivf2,vehicle,,Pz.Kpfw. IV F2 (75mm KwK40 L/43),rwm_german_ci_he,,360,4.65,0.9,8,1.4,7,#6a7280,tracked,160,136,112,3,1.5,0.9,5,1942,Pz.Kpfw. IV F2 (75mm KwK40 L/43),cannon,direct,58,450,4.25,0.8,12,177,0
german_pz4g,german,pz_iv_g,vehicle,,Pz.Kpfw. IV G (75mm KwK40 L/43),rwm_german_pz4g,,360,4.65,0.9,8,1.4,7,#6a7280,tracked,160,136,112,3,1.5,0.9,5,1942,Pz.Kpfw. IV G (75mm KwK40 L/43),cannon,direct,58,450,4.25,0.8,12,177,0
german_pz4s,german,pz_iv_h,vehicle,,Pz.Kpfw. IV H (75mm KwK 40 L/48),rwm_german_pz4s,,390,4.62,0.9,8,1.4,8,#6a7280,tracked,160,136,112,3,1.5,0.9,5,1942,Pz.Kpfw. IV H (75mm KwK 40 L/48),cannon,direct,58,450,4.25,0.8,12,180,0
german_panther_a,german,panther_a,vehicle,,Pz.Kpfw. V Panther A (75mm KwK42 L/70),rwm_german_panther_a,,540,5.74,0.9,8,1.4,10,#6a7280,tracked,160,136,112,3,1.5,0.9,5,1943,Pz.Kpfw. V Panther A (75mm KwK42 L/70),cannon,direct,64,450,4.5,0.8,12,180,0
german_panther_d,german,panther_d,vehicle,,Pz.Kpfw. V Panther D (75mm KwK42 L/70),rwm_german_panther_d,,540,5.74,0.9,8,1.4,10,#6a7280,tracked,160,136,112,3,1.5,0.9,5,1943,Pz.Kpfw. V Panther D (75mm KwK42 L/70),cannon,direct,64,450,4.5,0.8,12,180,0
german_panth,german,panther_g,vehicle,,Pz.Kpfw. V Panther G (75mm KwK42 L/70),rwm_german_panth,,540,5.74,0.9,8,1.4,10,#6a7280,tracked,160,136,112,3,1.5,0.9,5,1943,Pz.Kpfw. V Panther G (75mm KwK42 L/70),cannon,direct,64,450,4.5,0.8,12,180,0
german_koenig,german,tiger_ii,vehicle,,Pz.Kpfw. VI/B Tiger II (88mm KwK43 L/71),rwm_german_koenig,,700,3.79,0.9,8,1.4,12,#6a7280,tracked,110,94,77,3,1.5,0.9,5,1944,Pz.Kpfw. VI/B Tiger II (88mm KwK43 L/71),cannon,direct,70,450,5.28,0.8,12,180,0
german_pz3,german,pz_iii_fl,vehicle,,Pz.Kpfw.III (Fl) (14mm Flammanlage 43),rwm_german_pz3,,240,4.95,0.9,8,1.4,5,#6a7280,tracked,128,109,90,3,1.5,0.9,5,1940,Pz.Kpfw.III (Fl) (14mm Flammanlage 43),cannon,direct,24,70,0.3,0.8,12,21,0
german_tiger,german,tiger_i,vehicle,,Pz.Kpfw.VI E Tiger I (88mm KwK 36 L/56),rwm_german_tiger,,660,4.13,0.9,8,1.4,12,#6a7280,tracked,100,85,70,3,1.5,0.9,5,1942,Pz.Kpfw.VI E Tiger I (88mm KwK 36 L/56),cannon,direct,64,450,4.75,0.8,12,180,0
german_biv,german,springer,vehicle,,Sd.Kfz. 304 Ladungstraeger Springer,rwm_german_biv,,30,9,0.9,8,1.4,2,#6a7280,tracked,50,43,35,3,1.5,0.9,0,1940,Sd.Kfz. 304 Ladungstraeger Springer,cannon,direct,6,450,0.3,0.8,12,180,0
italian_2595ha_go,italian,ab41_20mm,vehicle,,Autoblinda AB41 (20mm Cannone 20/65 L/65),rwm_italian_2595ha_go,,96,9,0.9,18,1.4,3,#7a6b4a,tracked,50,43,35,3,1.5,0.9,4,1940,Autoblinda AB41 (20mm Cannone 20/65 L/65),gun,direct,48,65,0.3,0.68,8,20,0
italian_77mm_japan,italian,47mm_atg,support,,47mm Cannone Da 47/32 M35 L/32,,,120,1.62,0.65,20,4,3,#7a6b4a,,40,34,28,,,,,1940,47mm Cannone Da 47/32 M35 L/32,at,none,,,,,,,
italian_gertan,italian,i_crew,infantry,,Equipaggio (Beretta M1938A 9mm),rwm_italian_gertan,,30,1.65,0.5,18,8,2,#7a6b4a,,0,0,0,,,,,1940,Equipaggio (Beretta M1938A 9mm),gun,direct,32,40,0.3,0.68,8,0,0
italian_machgun,italian,i_hmg,support,,"Breda Modello 37 (7,66mm)",,,30,1.65,0.65,19,4,2,#7a6b4a,,0,0,0,,,,,1940,"Breda Modello 37 (7,66mm)",gun,none,,,,,,,
italian_semovente_m43,italian,semo_43,support,,Semovente M43 Bassotto (105mm howitzer),rwm_italian_semovente_m43,,306,3.63,0.65,8,4,6,#7a6b4a,,0,0,0,,,,3,1940,Semovente M43 Bassotto (105mm howitzer),mortar,indirect,64,450,2.5,0.5,16,0,38
italian_i_bersa,italian,smg_duce,infantry,,Bersaglieri (Beretta M1938A 9mm),rwm_italian_i_bersa,,72,2.97,0.5,20,8,2,#7a6b4a,,0,0,0,,,,,1940,Bersaglieri (Beretta M1938A 9mm),rifle,direct,32,90,0.3,0.62,6,0,0
italian_aofice,italian,i_officer,infantry,,Capitano (Beretta M1934 9mm),rwm_italian_aofice,,30,1.98,0.5,23,8,2,#7a6b4a,,0,0,0,,,,,1940,Capitano (Beretta M1934 9mm),rifle,direct,32,60,0.73,0.62,6,0,0
italian_hmgunet,italian,i_hmg,infantry,,"Leggero tiratore MG (Breda Mod. 30 6,50mm)",rwm_italian_hmgunet,,36,1.98,0.5,20,8,2,#7a6b4a,,0,0,0,,,,,1940,"Leggero tiratore MG (Breda Mod. 30 6,50mm)",rifle,direct,49,55,0.3,0.62,6,0,0
italian_jmgun,italian,i_smg,infantry,,MP Tiratore (Beretta M1938A 9mm),rwm_italian_jmgun,,30,1.65,0.5,20,8,2,#7a6b4a,,0,0,0,,,,,1940,MP Tiratore (Beretta M1938A 9mm),rifle,direct,32,40,0.3,0.62,6,0,0
italian_japmed,italian,i_medic,infantry,,"Sanitario (Carcano M91/24 6,50mm)",rwm_italian_japmed,,42,1.98,0.5,20,8,2,#7a6b4a,,0,0,0,,,,,1940,"Sanitario (Carcano M91/24 6,50mm)",rifle,direct,45,100,2.5,0.62,6,0,0
italian_asergeant,italian,it_sergeant,infantry,,Sergente (Beretta M1938A 9mm),rwm_italian_asergeant,,36,2.15,0.5,23,8,2,#7a6b4a,,0,0,0,,,,,1940,Sergente (Beretta M1938A 9mm),rifle,direct,32,40,0.3,0.62,6,0,0
italian_datg,italian,i_at_rifle,infantry,,Sold. difesa anticarro (Solothurn S18-100),rwm_italian_datg,,30,1.49,0.5,20,8,2,#7a6b4a,,0,0,0,,,,,1940,Sold. difesa anticarro (Solothurn S18-100),rifle,direct,48,120,5,0.62,6,0,0
italian_a_4,italian,it_flamer,infantry,,Soldato Lanciflamme,rwm_italian_a_4,,45,1.98,0.5,20,8,2,#7a6b4a,,0,0,0,,,,,1940,Soldato Lanciflamme,rifle,direct,15,70,0.3,0.62,6,0,0
italian_dm,italian,i_mortar,infantry,,Soldato Mortaio (Brixia 45mm),rwm_italian_dm,,60,1.65,0.5,20,8,2,#7a6b4a,,0,0,0,,,,,1940,Soldato Mortaio (Brixia 45mm),rifle,indirect,73,70,3.75,0.62,6,0,6
italian_rguner,italian,i_rifleman,infantry,,"Tiratore Fucile (Carcano M91/24 6,50mm)",rwm_italian_rguner,,30,1.98,0.5,19,8,2,#7a6b4a,,0,0,0,,,,,1940,"Tiratore Fucile (Carcano M91/24 6,50mm)",rifle,direct,43,100,3,0.62,6,0,0
italian_semovente40,italian,semovente_40,vehicle,,Semovente M40 (75mm Obice 75/18),rwm_italian_semovente40,,330,3.47,0.9,8,1.4,7,#7a6b4a,tracked,160,136,112,,,0.9,3,1942,Semovente M40 (75mm Obice 75/18),cannon,direct,55,450,4.25,0.8,12,161,0
italian_semovente41,italian,semo_90mm,vehicle,,Semovente M41 (90mm gun 90/53),rwm_italian_semovente41,,180,3.93,0.9,17,1.4,4,#7a6b4a,tracked,60,51,42,,,0.9,4,1942,Semovente M41 (90mm gun 90/53),cannon,direct,68,450,4.5,0.8,12,180,0
italian_tank_l6_40,italian,l6_40,vehicle,,Carro Armato L6/40 (47mm 47/32),rwm_italian_tank_l6_40,,96,5.51,0.9,8,1.4,3,#7a6b4a,tracked,30,26,21,3,1.5,0.9,2,1940,Carro Armato L6/40 (47mm 47/32),cannon,direct,53,200,4,0.8,12,60,0
italian_tank_m15_42,italian,m13_40,vehicle,,Carro Armato M13/40 (47mm Cannone 47/32),rwm_italian_tank_m15_42,,120,4.29,0.9,8,1.4,3,#7a6b4a,tracked,42,36,29,3,1.5,0.9,4,1940,Carro Armato M13/40 (47mm Cannone 47/32),cannon,direct,55,400,3.25,0.8,12,120,0
italian_tank_p40,italian,p26_40,vehicle,,Carro Pesante P26/40 (75mm canone L/34),rwm_italian_tank_p40,,330,4.62,0.9,8,1.4,7,#7a6b4a,tracked,30,26,21,3,1.5,0.9,4,1940,Carro Pesante P26/40 (75mm canone L/34),cannon,direct,56,450,4.25,0.8,12,150,0
japanese_75mm_tip_88,japanese,flak75mm,support,,Japanese 37mm AA,rwm_japanese_75mm_tip_88,,180,0.6,0.65,10,4,4,#6b5a4a,,40,34,28,3,1.5,,,1941,Japanese 37mm AA,aa,direct,90,150,0.33,0.72,18,45,0
japanese_70mm_pehot_gaub,japanese,70mm,support,,70MM-INFANTERIEHAUBITZE,,,60,0.63,0.65,10,4,2,#6b5a4a,,40,34,28,,,,,1941,70MM-INFANTERIEHAUBITZE,at,none,,,,,,,
japanese_k_katjapan,japanese,kanonenboot,ship,,JAPANISCHES KANONENBOOT (37mm&MG),rwm_japanese_k_katjapan,,162,4.98,1.6,20,4,4,#6b5a4a,,0,0,0,,,,3,1941,JAPANISCHES KANONENBOOT (37mm&MG),gun,direct,35,57,0.3,0.68,8,0,0
japanese_k_desjapan,japanese,boot,ship,,JAPANISCHES LANDUNGSSCHIFF,,,162,3.96,1.6,9,4,4,#6b5a4a,,0,0,0,,,,1,1941,JAPANISCHES LANDUNGSSCHIFF,gun,none,,,,,,,
